"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen"
"Onderwerpen";"Codering";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van huishoudens";"Inkomen van huishoudens";"Inkomen van huishoudens";"Inkomen van huishoudens"
"Onderwerpen";"Codering";"Aantal inkomensontvangers  ";"Gemiddeld inkomen per inkomensontvanger ";"Gemiddeld inkomen per inwoner ";"40% personen met laagste inkomen";"20% personen met hoogste inkomen";"Actieven 15-75 jaar";"40% huishoudens met laagste inkomen";"20% huishoudens met hoogste inkomen";"Huishoudens met een laag inkomen";"Huish. onder of rond sociaal minimum"
"Wijken en buurten";"code";"aantal";"x 1 000 euro";"x 1 000 euro";"%";"%";"%";"%";"%";"%";"%"
"Kop van Zuid";"BU05991017";"1500";"44.0";"38.3";"35";"34";"66";"50";"22";"8";"6"
"Kop van Zuid-Entrepot";"BU05991079";"6000";"32.0";"23.8";"40";"25";"55";"45";"19";"20";"17"
"Vreewijk";"BU05991080";"10600";"22.0";"17.6";"51";"9";"44";"62";"7";"23";"20"
"Bloemhof";"BU05991081";"9800";"19.7";"14.3";"57";"7";"42";"66";"5";"32";"26"
"Hillesluis";"BU05991082";"8000";"20.2";"14.3";"55";"8";"45";"63";"6";"30";"24"
"Katendrecht";"BU05991085";"3200";"27.7";"20.1";"44";"20";"53";"53";"15";"23";"21"
"Afrikaanderwijk";"BU05991086";"5700";"18.1";"12.9";"63";"6";"34";"68";"6";"39";"33"
"Feijenoord";"BU05991087";"4900";"19.9";"14.0";"59";"7";"37";"66";"6";"36";"30"
"Noordereiland";"BU05991088";"2700";"28.6";"23.8";"44";"21";"56";"55";"13";"21";"19"
"Wijk 12 IJsselmonde";"WK059912";"43500";"25.2";"19.4";"43";"14";"53";"51";"11";"16";"14"
"Oud-IJsselmonde";"BU05991283";"4700";"32.7";"26.0";"33";"26";"64";"32";"24";"10";"8"
"Lombardijen";"BU05991284";"9900";"24.1";"18.6";"45";"12";"51";"57";"8";"18";"16"
"Groot-IJsselmonde";"BU05991289";"20700";"24.5";"19.1";"44";"12";"52";"53";"9";"15";"13"
"Beverwaard";"BU05991290";"8200";"23.9";"17.3";"46";"13";"53";"49";"13";"21";"16"
"Wijk 13 Pernis";"WK059913";"3700";"29.0";"22.8";"37";"20";"63";"36";"18";"6";"5"
"Pernis";"BU05991391";"3700";"29.0";"22.8";"37";"20";"63";"36";"18";"6";"5"
"Wijk 14 Prins Alexander";"WK059914";"71800";"31.0";"24.2";"38";"22";"57";"43";"20";"12";"11"
"'s-Gravenland";"BU05991444";"6100";"45.3";"33.6";"32";"38";"59";"26";"40";"7";"6"
"Kralingse Veer";"BU05991446";"1300";"29.4";"22.3";"36";"19";"64";"34";"19";"7";"5"
"Prinsenland";"BU05991448";"7800";"31.2";"25.6";"38";"22";"55";"46";"19";"12";"11"
"Het Lage Land";"BU05991449";"8400";"27.3";"22.5";"40";"17";"55";"52";"11";"12";"11"
"Ommoord";"BU05991463";"20000";"27.5";"22.6";"41";"17";"50";"46";"14";"11";"10"
"Zevenkamp";"BU05991466";"12100";"27.3";"21.2";"41";"18";"57";"45";"18";"16";"14"
"Oosterflank";"BU05991467";"8200";"26.9";"21.6";"42";"16";"54";"52";"12";"16";"14"
"Nesselande";"BU05991468";"7900";"42.8";"28.2";"25";"39";"73";"21";"44";"7";"6"
"Wijk 15 Charlois";"WK059915";"46800";"22.9";"17.4";"48";"10";"52";"62";"6";"23";"18"
"Charlois Zuidrand";"BU05991570";"200";"38.5";"29.6";"41";"29";"57";"34";"31";"17";"8"
"Tarwewijk";"BU05991571";"8600";"20.3";"14.9";"54";"7";"51";"68";"5";"28";"22"
"Carnisse";"BU05991572";"8200";"23.2";"18.0";"43";"9";"61";"64";"4";"20";"15"
"Zuidwijk";"BU05991573";"8900";"23.5";"18.1";"48";"11";"48";"61";"7";"21";"19"
"Oud-Charlois";"BU05991574";"9500";"23.8";"17.9";"46";"12";"52";"60";"8";"22";"18"
"Wielewaal";"BU05991575";"700";"20.7";"16.5";"57";"6";"39";"72";"3";"25";"22"
"Zuidplein";"BU05991576";"1000";"27.8";"24.0";"36";"16";"63";"55";"7";"11";"9"
"Pendrecht";"BU05991577";"8200";"22.8";"16.6";"48";"10";"50";"59";"7";"24";"19"
"Zuiderpark";"BU05991578";"400";"25.1";"22.8";"47";"13";"41";"65";"6";"18";"17"
"Heijplaat";"BU05991593";"1100";"24.6";"19.8";"45";"13";"53";"52";"10";"16";"12"
"Wijk 16 Hoogvliet";"WK059916";"26400";"27.2";"21.5";"40";"18";"56";"41";"15";"11";"10"
"Hoogvliet-Noord";"BU05991692";"9400";"27.0";"20.6";"39";"17";"58";"40";"15";"13";"10"
"Hoogvliet-Zuid";"BU05991699";"17000";"27.3";"22.0";"41";"18";"55";"42";"15";"10";"9"
"Wijk 17 Hoek van Holland";"WK059917";"8100";"30.1";"24.4";"37";"22";"59";"36";"22";"8";"7"
"Strand en Duin";"BU05991701";"1500";"40.6";"31.2";"30";"37";"68";"14";"45";"5";"4"
"Dorp";"BU05991702";"6600";"27.8";"22.8";"39";"18";"57";"40";"17";"9";"7"
"Rijnpoort";"BU05991703";"100";".";".";".";".";".";".";".";".";"."
"Wijk 18 Spaanse Polder";"WK059918";"100";"27.5";"24.0";"44";"17";"69";".";".";".";"."
"Spaanse Polder";"BU05991853";"100";"27.5";"24.0";"44";"17";"69";".";".";".";"."
"Wijk 19 Nieuw Mathenesse";"WK059919";"0";".";".";".";".";".";".";".";".";"."
"Nieuw-Mathenesse";"BU05991926";"0";".";".";".";".";".";".";".";".";"."
"Wijk 21 Waalhaven";"WK059921";"0";".";".";".";".";".";".";".";".";"."
"Waalhaven";"BU05992194";"0";".";".";".";".";".";".";".";".";"."
"Eemhaven";"BU05992196";"0";".";".";".";".";".";".";".";".";"."
"Waalhaven-Zuid";"BU05992198";"0";".";".";".";".";".";".";".";".";"."
"Wijk 22 Vondelingenplaat";"WK059922";"0";".";".";".";".";".";".";".";".";"."
"Vondelingenplaat";"BU05992295";"0";".";".";".";".";".";".";".";".";"."
"Wijk 23 Botlek";"WK059923";"0";".";".";".";".";".";".";".";".";"."
"Botlek";"BU05992306";"0";".";".";".";".";".";".";".";".";"."
"Europoort";"BU05992307";"0";".";".";".";".";".";".";".";".";"."
"Maasvlakte";"BU05992308";"0";".";".";".";".";".";".";".";".";"."
"Wijk 24 Bedrijvenpark Noord-West";"WK059924";"0";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Rotterdam Noord-West";"BU05992459";"0";".";".";".";".";".";".";".";".";"."
"Wijk 25 Rivium";"WK059925";"0";".";".";".";".";".";".";".";".";"."
"Rivium";"BU05992540";"0";".";".";".";".";".";".";".";".";"."
"Wijk 26 Bedrijventerrein Schieveen";"WK059926";"0";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Schieveen";"BU05992650";"0";".";".";".";".";".";".";".";".";"."
"Wijk 27 Rozenburg";"WK059927";"9500";"30.6";"23.7";"37";"24";"57";"33";"20";"8";"6"
"Rozenburg";"BU05992704";"9500";"30.6";"23.7";"37";"24";"57";"33";"20";"8";"6"
"Noordzeeweg en omgeving";"BU05992705";"0";".";".";".";".";".";".";".";".";"."
"Rijswijk";"GM0603";"37200";"31.6";"25.5";"35";"23";"58";"41";"18";"10";"8"
"Wijk 01";"WK060301";"3200";"42.9";"31.4";"26";"40";"66";"26";"36";"6";"5"
"Cromvliet";"BU06030111";"1600";"35.5";"26.9";"26";"32";"70";"31";"24";"6";"5"
"Leeuwendaal";"BU06030112";"1600";"50.1";"35.5";"26";"47";"63";"20";"49";"5";"4"
"Wijk 02";"WK060302";"7800";"32.0";"25.8";"32";"23";"64";"45";"17";"10";"8"
"Oud-Rijswijk";"BU06030221";"2000";"33.2";"26.2";"32";"26";"63";"40";"21";"9";"7"
"Bomenbuurt";"BU06030222";"2400";"34.9";"27.1";"29";"30";"65";"37";"24";"8";"7"
"Welgelegen";"BU06030223";"300";"36.6";"29.8";"33";"22";"63";"56";"19";"12";"8"
"Rembrandtkwartier";"BU06030224";"2900";"29.6";"24.8";"33";"19";"65";"50";"11";"10";"9"
"Havenkwartier";"BU06030225";"300";"21.4";"17.8";"53";"6";"50";"74";"3";"30";"24"
"Wijk 03";"WK060303";"4600";"30.8";"25.0";"33";"20";"61";"48";"12";"11";"9"
"Julianapark";"BU06030331";"100";".";".";".";".";".";".";".";".";"."
"Huis te Lande";"BU06030332";"900";"37.2";"29.4";"27";"31";"63";"29";"23";"5";"4"
"Stationskwartier";"BU06030333";"900";"34.1";"29.5";"26";"28";"65";"32";"15";"5";"5"
"Te Werve";"BU06030334";"2700";"27.2";"21.8";"37";"14";"59";"58";"8";"15";"12"
"Wijk 04";"WK060304";"3600";"27.5";"23.5";"35";"15";"55";"53";"7";"12";"10"
"Spoorzicht";"BU06030441";"0";".";".";".";".";".";".";".";".";"."
"Kleurenbuurt";"BU06030442";"2100";"30.0";"25.6";"30";"20";"57";"48";"10";"9";"7"
"Artiestenbuurt";"BU06030443";"1500";"24.0";"20.6";"42";"10";"51";"61";"4";"16";"14"
"Wijk 05";"WK060305";"6200";"33.2";"26.5";"34";"26";"57";"36";"25";"9";"8"
"Overvoorde";"BU06030551";"100";".";"34.6";".";".";".";".";".";".";"."
"Strijp";"BU06030552";"3000";"36.2";"27.9";"31";"33";"63";"19";"40";"5";"5"
"Presidentenbuurt";"BU06030553";"600";"40.7";"34.7";"26";"36";"57";"28";"26";"3";"3"
"Ministerbuurt";"BU06030554";"2500";"27.5";"22.5";"40";"17";"50";"52";"12";"14";"12"
"Wijk 06";"WK060306";"6500";"27.4";"22.8";"41";"17";"49";"37";"16";"9";"8"
"Stervoorde";"BU06030661";"5500";"26.4";"21.9";"42";"15";"47";"40";"13";"9";"8"
"Eikelenburg";"BU06030662";"100";".";"35.4";".";".";".";".";".";".";"."
"Hoekpolder";"BU06030663";"700";"33.5";"27.8";"34";"28";"55";"19";"36";"5";"4"
"Sion";"BU06030664";"200";"27.4";"22.4";"41";"22";"73";".";".";".";"."
"Wijk 07";"WK060307";"3200";"26.1";"21.2";"41";"14";"52";"47";"10";"15";"12"
"Muziekbuurt";"BU06030771";"3200";"26.1";"21.2";"41";"14";"52";"47";"10";"15";"12"
"Wilhelminapark";"BU06030772";"0";".";".";".";".";".";".";".";".";"."
"Wijk 08";"WK060308";"700";"39.3";"31.1";"31";"37";"60";"27";"35";"7";"6"
"Plaspoelpolder";"BU06030881";"200";"42.2";"37.1";"30";"41";"54";"35";"30";"13";"11"
"Elsenburg";"BU06030882";"0";".";".";".";".";".";".";".";".";"."
"Pasgeld";"BU06030883";"400";"36.9";"28.3";"30";"34";"65";"20";"38";"3";"2"
"Haantje";"BU06030884";"100";"42.0";"30.8";"34";"35";"61";".";".";".";"."
"Wijk 09";"WK060309";"1300";"37.1";"29.5";"33";"32";"59";"30";"35";"10";"8"
"Hoornwijck";"BU06030991";"100";".";".";".";".";".";".";".";".";"."
"Broekpolder";"BU06030992";"100";"41.8";"31.4";"25";"37";"57";".";".";".";"."
"Kraayenburg";"BU06030993";"0";".";".";".";".";".";".";".";".";"."
"Vrijenban";"BU06030994";"1100";"35.4";"28.5";"34";"30";"58";"32";"35";"11";"9"
"Schiedam";"GM0606";"57700";"28.1";"21.7";"41";"18";"58";"46";"16";"13";"10"
"Wijk 00 Centrum";"WK060600";"1500";"28.2";"22.9";"41";"19";"62";"53";"12";"19";"15"
"Buurt 00";"BU06060000";"1500";"28.2";"22.9";"41";"19";"62";"53";"12";"19";"15"
"Wijk 01 Oost";"WK060601";"8400";"24.2";"18.7";"44";"12";"59";"56";"8";"18";"14"
"Stadserf";"BU06060101";"0";".";".";".";".";".";".";".";".";"."
"Natuurkundigenbuurt";"BU06060102";"900";"26.4";"21.6";"42";"15";"60";"55";"12";"16";"13"
"Singelkwartier";"BU06060103";"1700";"24.6";"19.7";"43";"13";"57";"55";"10";"16";"12"
"Stationsbuurt";"BU06060104";"700";"28.5";"22.3";"36";"19";"69";"50";"11";"12";"10"
"Wetenschappersbuurt";"BU06060105";"1000";"19.6";"13.9";"53";"5";"51";"66";"5";"28";"21"
"Newtonbuurt";"BU06060106";"1200";"23.2";"17.5";"44";"10";"61";"56";"7";"20";"14"
"Rotterdamsedijk";"BU06060107";"2900";"24.2";"18.6";"43";"11";"60";"55";"7";"17";"13"
"Wijk 02 Tussen Havens en Grachten";"WK060602";"2000";"36.7";"30.4";"29";"32";"71";"37";"21";"8";"7"
"Brandersbuurt";"BU06060201";"800";"33.0";"26.7";"34";"28";"70";"42";"20";"9";"8"
"Walvisbuurt";"BU06060202";"600";"37.0";"32.0";"28";"32";"68";"36";"17";"7";"6"
"De Plantage";"BU06060203";"600";"41.6";"34.2";"24";"37";"75";"30";"28";"7";"6"
"Wijk 03 West";"WK060603";"8800";"30.6";"23.7";"37";"22";"62";"43";"19";"11";"9"
"Schildersbuurt";"BU06060301";"1500";"27.0";"21.3";"38";"18";"64";"43";"15";"9";"7"
"Schrijversbuurt";"BU06060302";"1700";"28.4";"21.4";"37";"20";"63";"43";"15";"11";"8"
"Fabribuurt";"BU06060303";"1200";"23.0";"17.4";"46";"10";"54";"56";"8";"24";"19"
"Frankenland";"BU06060304";"1100";"23.2";"18.1";"50";"11";"56";"58";"9";"13";"11"
"Liduinabuurt";"BU06060305";"500";"34.7";"27.2";"30";"31";"69";"30";"29";"8";"7"
"Nassaubuurt";"BU06060306";"900";"37.5";"30.3";"30";"33";"63";"26";"35";"5";"5"
"Oranjekwartier";"BU06060307";"600";"49.7";"39.8";"29";"42";"62";"25";"44";"5";"5"
"Haverschmidtkwartier";"BU06060308";"600";"38.8";"28.9";"31";"29";"65";"32";"29";"8";"7"
"Distillateursbuurt";"BU06060309";"600";"31.9";"24.8";"28";"24";"74";"45";"17";"7";"6"
"Wijk 04 Zuid";"WK060604";"4800";"25.6";"20.5";"43";"14";"58";"48";"9";"12";"10"
"Noletbuurt";"BU06060401";"1400";"26.2";"20.9";"39";"16";"62";"45";"8";"12";"10"
"Eilandenbuurt";"BU06060402";"1300";"22.8";"17.8";"47";"10";"57";"55";"8";"14";"11"
"Piet Sandersbuurt";"BU06060403";"1400";"25.1";"19.8";"45";"13";"57";"52";"9";"14";"11"
"Maasboulevard";"BU06060404";"600";"30.8";"27.8";"36";"20";"47";"33";"15";"6";"4"
"Havenbuurt";"BU06060405";"0";".";".";".";".";".";".";".";".";"."
"Wijk 05 Nieuw Mathenesse";"WK060605";"0";".";".";".";".";".";".";".";".";"."
"Nieuw-Mathenesse";"BU06060500";"0";".";".";".";".";".";".";".";".";"."
"Wijk 06 Nieuwland";"WK060606";"10200";"23.6";"17.5";"48";"12";"49";"57";"9";"20";"16"
"Spieringshoek";"BU06060602";"700";"25.7";"20.0";"48";"13";"49";"54";"9";"17";"13"
"Staatsliedenbuurt";"BU06060603";"1000";"22.2";"16.1";"50";"10";"50";"61";"7";"23";"17"
"Vakbondsliedenbuurt";"BU06060604";"400";"29.5";"26.2";"29";"19";"58";"34";"12";"4";"3"
"Hollandiabuurt";"BU06060605";"700";"30.1";"27.8";"39";"22";"51";"52";"15";"9";"11"
"Schiehart";"BU06060606";"1700";"28.7";"21.3";"40";"22";"57";"46";"18";"15";"12"
"Nolensbuurt";"BU06060607";"3000";"19.4";"13.7";"57";"7";"41";"65";"5";"27";"21"
"Wibautbuurt";"BU06060608";"2800";"22.9";"16.6";"48";"10";"50";"59";"8";"22";"17"
"Wijk 07 Groenoord en Kethel";"WK060607";"9600";"26.0";"20.4";"43";"15";"50";"49";"11";"12";"10"
"Parkenbuurt/Bijdorp";"BU06060701";"200";"31.7";"23.2";"29";"26";"71";"28";"20";"4";"3"
"Groenoord-Zuid";"BU06060702";"700";"20.1";"13.4";"54";"8";"43";"64";"3";"28";"20"
"Groenoord-Midden";"BU06060703";"3600";"24.2";"18.8";"43";"12";"48";"54";"7";"15";"12"
"Groenoord-Noord";"BU06060704";"2700";"23.3";"19.0";"46";"10";"49";"55";"7";"12";"10"
"Kethel-dorp";"BU06060705";"400";"30.3";"26.8";"46";"18";"49";"54";"20";"9";"9"
"Vogelbuurt";"BU06060706";"1300";"37.4";"30.2";"33";"33";"55";"19";"37";"3";"2"
"Tuindorp";"BU06060707";"800";"26.7";"20.3";"39";"17";"57";"38";"14";"6";"4"
"Wijk 08 Industriegeb. ten N. v. Rijksweg";"WK060608";"200";"29.8";"21.6";"42";"24";"63";"39";"23";"11";"10"
"Spaanse Polder";"BU06060801";"0";".";".";".";".";".";".";".";".";"."
"'s-Gravelandsepolder";"BU06060802";"0";".";".";".";".";".";".";".";".";"."
"Polderwetering";"BU06060803";"200";"32.4";"23.7";"37";"27";"65";".";".";".";"."
"Wijk 09 Woudhoek/Spaland /Sveaparken";"WK060609";"12100";"33.7";"26.2";"34";"28";"64";"25";"32";"5";"4"
"Toneelspelersbuurt";"BU06060901";"1600";"27.5";"22.5";"40";"18";"58";"38";"17";"5";"6"
"Ambachtenbuurt";"BU06060902";"1400";"31.2";"24.8";"34";"24";"61";"31";"25";"8";"6"
"Kastelenbuurt";"BU06060903";"1700";"31.3";"25.3";"36";"24";"59";"32";"27";"7";"6"
"Botenbuurt";"BU06060904";"1100";"31.1";"25.3";"33";"22";"57";"35";"20";"6";"5"
"De Gaarden/Sveafors";"BU06060905";"1100";"36.8";"27.8";"29";"33";"67";"14";"40";"3";"3"
"De Vlinderhoven/Sveaholm";"BU06060906";"1000";"35.4";"27.6";"37";"30";"64";"20";"44";"5";"3"
"De Akkers en De Velden";"BU06060907";"2600";"34.5";"26.6";"33";"31";"67";"16";"39";"5";"3"
"Sveaborg en -Dal";"BU06060908";"1400";"41.8";"29.5";"24";"40";"73";"12";"45";"2";"2"
"Noordkethelpolder";"BU06060909";"300";"38.8";"28.2";"40";"33";"64";"14";"51";"2";"3"
"Schoonhoven";"GM0608";"9000";"29.8";"22.8";"40";"21";"59";"37";"22";"8";"7"
"Wijk 00";"WK060800";"9000";"29.8";"22.8";"40";"21";"59";"37";"22";"8";"7"
"Schoonhoven-Oude Stad";"BU06080000";"2800";"29.4";"24.1";"42";"21";"61";"45";"18";"9";"7"
"Schoonhoven-Noord";"BU06080001";"1500";"26.0";"19.5";"43";"14";"55";"47";"11";"12";"10"
"Schoonhoven-West";"BU06080002";"3100";"30.2";"22.2";"39";"22";"57";"30";"26";"8";"6"
"Zevender (gedeeltelijk)";"BU06080003";"100";".";".";".";".";".";".";".";".";"."
"Willige-Langerak";"BU06080004";"1300";"33.7";"25.1";"33";"28";"65";"23";"37";"6";"4"
"Vlist, Bovenberg en Lekdijk";"BU06080005";"200";"35.1";"26.0";"35";"28";"56";".";".";".";"."
"Sliedrecht";"GM0610";"17700";"28.8";"21.6";"40";"19";"61";"35";"19";"7";"5"
"Wijk 01 Sliedrecht-West";"WK061001";"3600";"31.6";"22.9";"34";"24";"67";"21";"25";"4";"3"
"Baanhoek-West";"BU06100101";"600";"33.3";"22.6";"26";"23";"82";"18";"23";"6";"3"
"Baanhoek-Bedrijven";"BU06100102";"0";".";".";".";".";".";".";".";".";"."
"De Weren";"BU06100103";"1300";"32.8";"25.2";"32";"27";"68";"18";"27";"2";"2"
"Benedenveer";"BU06100104";"0";".";".";".";".";".";".";".";".";"."
"Baanhoek-Oost";"BU06100105";"300";"32.6";"24.0";"34";"24";"69";"19";"31";"2";"2"
"Prickwaert en Weresteijn";"BU06100106";"600";"33.3";"21.6";"35";"29";"68";"7";"34";"4";"2"
"De Hoven";"BU06100107";"500";"22.9";"17.8";"48";"9";"44";"43";"8";"7";"7"
"Molendijk";"BU06100108";"300";"34.5";"24.7";"33";"26";"68";"21";"29";"7";"4"
"Bedrijventerrein Het Plaatje";"BU06100109";"0";".";".";".";".";".";".";".";".";"."
"Wijk 02 Sliedrecht-Centrum";"WK061002";"7300";"27.0";"20.5";"41";"16";"59";"41";"14";"8";"6"
"Rivierenbuurt-Noord";"BU06100201";"800";"26.9";"20.4";"43";"16";"51";"38";"15";"6";"4"
"Rivierenbuurt-Zuid";"BU06100202";"600";"26.5";"22.4";"43";"14";"59";"57";"11";"12";"9"
"Kerkbuurt-West";"BU06100203";"200";"28.2";"21.6";"43";"19";"63";".";".";".";"."
"Buitenuitbreiding-West";"BU06100204";"700";"28.1";"19.8";"35";"17";"67";"32";"12";"8";"5"
"Bedrijventerrein Kerkerak";"BU06100205";"0";".";".";".";".";".";".";".";".";"."
"Stationsweg";"BU06100206";"200";"29.6";"22.7";"33";"19";"74";"29";"24";"4";"3"
"Staatsliedenbuurt";"BU06100207";"900";"22.5";"18.0";"47";"8";"49";"57";"6";"14";"10"
"Winklerplein-Noord";"BU06100208";"1400";"25.1";"19.3";"42";"12";"57";"49";"9";"10";"8"
"Winklerplein-Zuid";"BU06100209";"900";"25.0";"19.5";"45";"14";"58";"44";"10";"6";"5"
"Kerkbuurt-Oost";"BU06100210";"200";"29.8";"25.8";"32";"22";"54";"35";"20";"4";"4"
"Buitenuitbreiding-Oost";"BU06100211";"1500";"31.5";"22.2";"37";"25";"66";"18";"28";"4";"3"
"Wijk 03 Sliedrecht-Oost";"WK061003";"6700";"29.2";"22.2";"41";"20";"58";"34";"22";"7";"6"
"Vogelbuurt-Noord";"BU06100301";"1300";"24.9";"19.1";"43";"13";"51";"46";"8";"14";"10"
"Vogelbuurt-Zuid";"BU06100302";"2100";"25.4";"19.9";"46";"15";"52";"43";"16";"8";"6"
"Middenveer";"BU06100303";"900";"30.5";"23.3";"36";"22";"65";"28";"24";"7";"5"
"Rivierdijk-West";"BU06100304";"300";"32.2";"25.2";"34";"21";"60";"41";"23";"6";"4"
"De Grienden";"BU06100305";"1600";"34.7";"24.8";"36";"29";"65";"14";"38";"3";"3"
"Rivierdijk-Midden";"BU06100306";"300";"32.0";"24.9";"36";"26";"64";"22";"28";"3";"3"
"Rivierdijk-Oost";"BU06100307";"200";"39.4";"28.2";"38";"33";"66";"17";"43";"7";"6"
"Wijk 04 Sliedrecht-Noord";"WK061004";"200";"25.6";"19.1";"45";"19";"64";".";".";".";"."
"Het Buitengebied";"BU06100401";"0";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein De Driehoek";"BU06100402";"0";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Nijverwaard";"BU06100403";"100";".";"17.9";".";".";".";".";".";".";"."
"Bedrijventerrein Stationspark";"BU06100404";"0";".";".";".";".";".";".";".";".";"."
"Sportpark";"BU06100405";"0";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Noordoost-Kwadrant";"BU06100406";"0";".";".";".";".";".";".";".";".";"."
"Cromstrijen";"GM0611";"9800";"33.2";"25.9";"36";"26";"61";"28";"28";"5";"4"
"Wijk 00 Numansdorp";"WK061100";"6700";"33.6";"26.2";"36";"26";"61";"29";"28";"5";"4"
"Nieuwbouw Dorp";"BU06110000";"1700";"35.8";"26.9";"35";"31";"64";"22";"34";"5";"3"
"Middelsluis";"BU06110001";"800";"36.4";"26.8";"31";"29";"64";"23";"32";"5";"4"
"Schuring";"BU06110003";"200";"35.1";"28.1";"32";"29";"62";".";".";".";"."
"Numansdorp";"BU06110004";"3400";"29.7";"23.9";"40";"21";"58";"35";"20";"4";"4"
"Verspreide huizen Numansdorp";"BU06110009";"700";"43.8";"34.9";"31";"37";"62";"21";"42";"7";"6"
"Wijk 01 Klaaswaal";"WK061101";"3100";"32.4";"25.2";"37";"27";"61";"27";"28";"4";"4"
"Klaaswaal";"BU06110100";"2700";"31.9";"24.8";"37";"26";"61";"28";"26";"4";"4"
"Oude Sluis";"BU06110101";"100";".";"28.6";".";".";".";".";".";".";"."
"Verspreide huizen West";"BU06110108";"200";"34.0";"27.9";"34";"33";"64";".";".";".";"."
"Verspreide huizen Oost";"BU06110109";"200";"36.4";"27.2";"34";"30";"63";".";".";".";"."
"Spijkenisse";"GM0612";"56100";"30.3";"23.7";"36";"23";"59";"36";"20";"9";"8"
"Wijk 001Centrum";"WK061201";"4500";"27.9";"23.4";"38";"18";"57";"51";"11";"11";"10"
"Kern";"BU06120101";"800";"31.9";"27.4";"29";"24";"71";"47";"13";"11";"7"
"Molenwei";"BU06120102";"300";"25.5";"20.0";"35";"12";"59";"60";"8";"14";"10"
"Oranjebuurt";"BU06120103";"600";"31.9";"25.7";"38";"27";"62";"42";"24";"9";"9"
"Vogelbuurt .";"BU06120104";"400";"27.1";"22.3";"40";"17";"58";"46";"14";"10";"10"
"Centrum-Oost";"BU06120105";"1200";"27.3";"23.9";"40";"16";"51";"58";"8";"8";"9"
"Centrum-Zuid";"BU06120106";"1200";"24.6";"20.5";"43";"13";"48";"51";"8";"16";"14"
"Wijk 02 Schiekamp";"WK061202";"2500";"28.4";"22.9";"34";"18";"62";"46";"10";"9";"7"
"Schiekamp-Noord";"BU06120201";"1000";"30.8";"24.0";"30";"23";"69";"37";"13";"6";"4"
"Schiekamp-Zuid";"BU06120202";"1500";"26.7";"22.1";"37";"14";"58";"51";"7";"11";"9"
"Wijk 03 Hoogwerf";"WK061203";"3000";"28.3";"22.3";"37";"18";"59";"44";"12";"12";"9"
"Hoogwerf-Noord";"BU06120301";"1400";"27.6";"21.5";"37";"16";"60";"47";"9";"14";"10"
"Hoogwerf-Zuid";"BU06120302";"1500";"28.9";"23.0";"38";"20";"58";"41";"14";"10";"8"
"Wijk 04 Vierambachten";"WK061204";"800";"35.9";"28.3";"34";"30";"57";"36";"30";"6";"7"
"Vierambachten";"BU06120401";"800";"35.9";"28.3";"34";"30";"57";"36";"30";"6";"7"
"Wijk 05 De Hoek";"WK061205";"2000";"27.2";"20.4";"40";"18";"54";"41";"15";"16";"12"
"De Hoek-1";"BU06120501";"500";"27.2";"19.4";"41";"19";"57";"37";"14";"15";"10"
"De Hoek-2";"BU06120502";"700";"28.8";"22.3";"36";"20";"54";"38";"18";"13";"10"
"De Hoek-3";"BU06120503";"600";"25.6";"19.1";"42";"16";"53";"44";"13";"16";"14"
"De Hoek-4";"BU06120504";"100";"26.2";"21.3";"47";"17";"47";".";".";".";"."
"Wijk 06 Gildenwijk";"WK061206";"1100";"26.0";"19.7";"38";"16";"57";"49";"11";"14";"12"
"Gildenwijk-Oost";"BU06120601";"500";"25.8";"20.1";"41";"17";"56";"49";"13";"15";"14"
"Gildenwijk-West";"BU06120602";"600";"26.2";"19.4";"36";"16";"59";"49";"9";"14";"10"
"Ziekenhuis";"BU06120603";"0";".";".";".";".";".";".";".";".";"."
"Wijk 07 Groenewoud";"WK061207";"2500";"27.5";"21.6";"39";"18";"53";"47";"13";"11";"9"
"Groenewoud-Hoog";"BU06120701";"1200";"23.4";"19.1";"45";"9";"48";"67";"5";"15";"13"
"Groenewoud-Huur";"BU06120702";"400";"22.8";"16.7";"44";"9";"53";"44";"9";"15";"13"
"Groenewoud-Koop";"BU06120703";"1000";"34.3";"26.6";"29";"32";"59";"15";"30";"3";"2"
"Wijk 08 Sterrenkwartier";"WK061208";"3800";"28.4";"22.3";"38";"19";"54";"41";"16";"11";"9"
"Sterrenkwartier-Hoog";"BU06120801";"1300";"24.9";"19.8";"41";"11";"50";"63";"5";"20";"15"
"Sterrenkwartier-Midden";"BU06120802";"600";"25.5";"19.6";"44";"16";"49";"33";"17";"11";"9"
"Sterrenkwartier-Oost";"BU06120803";"900";"32.1";"24.5";"33";"27";"62";"16";"31";"3";"2"
"Sterrenkwartier-Zuid";"BU06120804";"400";"24.6";"20.3";"45";"13";"45";"46";"12";"8";"7"
